,exclusivity_code,exclusivity_code_desc,edition
8028,I-210,TO SLOW THE PROGRESSION OF CORONARY ATHEROSCLEROSIS IN PATIENTS WITH CORONARY HEART DISEASE AS PART OF A TREATMENT STRATEGY TO LOWER TOTAL AND LDL CHOLESTEROL TO TARGET LEVELS,2010
8029,I-211,FOR USE IN PEDIATRIC POPULATION,2010
8030,I-212,TREATMENT OF SYMPTOMS OF DRY MOUTH IN PATIENTS WITH SJOGREN'S SYNDROME,2010
8031,I-213,TEMPORARY RELIEF OF PAIN AND PHOTOPHOBIA IN PATIENTS UNDERGOING CORNEAL REFRACTIVE SURGERY,2010
8032,I-214,TREATMENT OF OSTEOPOROSIS,2010
8033,I-215,PRE-PROCEDURAL APPLICATION TO ADULT MALE GENITAL SKIN PRIOR TO SITE-SPECIFIC SUBCUTANEOUS INFILTRATION WITH LIDOCAINE FOR THE REMOVAL OF GENITAL WARTS,2010
8034,I-216,"FOR THE LONG-TERM TWICE-DAILY (MORNING AND EVENING) ADMINISTRATION IN THE MAINTENANCE TREATMENT OF BRONCHOSPASM ASSOCIATED WITH COPD, INCLUDING CHRONIC BRONCHITIS AND EMPHYSEMA",2010
8035,I-217,"PREVENTION (DURING AND FOLLOWING HOSPITALIZATION) OF DEEP VEIN THROMBOSIS, WHICH MAY LEAD TO PULMONARY EMBOLISM, IN PATIENTS UNDERGOING HIP REPLACEMENT SURGERY",2010
8036,I-218,USE OF LIPITOR AS AN ADJUNCTIVE THERAPY TO DIET FOR THE TREATMENT OF PATIENTS WITH ELEVATED SERUM TRIGLYCERIDE LEVELS (FREDERICKSON TYPE IV),2010
8037,I-219,USE OF LIPITOR BY PATIENTS WITH PRIMARY DYSBETALIPOPROTEINEMIA (FREDERICKSON TYPE III) WHO DO NOT RESPOND ADEQUATELY TO DIET,2010
8038,I-220,"TREATMENT OF EPISODIC-HEARTBURN, ACID INDIGESTION AND SOUR STOMACH",2010
8039,I-221,"TREATMENT OF BENIGN PROSTATIC HYPERPLASIA (BPH) IN MEN WITH AN ENLARGED PROSTATE TO IMPROVE SYMPTOMS, REDUCE THE RISK OF ACUTE URINARY RETENTION AND REDUCE THE RISK OF THE NEED OF SURGERY",2010
8040,I-222,"PREVENTION OF ISCHEMIC COMPLICATIONS OF UNSTABLE ANGINA AND NON-Q-WAVE MYOCARDIAL INFARCTION, WHEN CONCURRENTLY ADMINISTERED WITH ASPIRIN",2010
8041,I-223,USE IN THE SYMPTOMATIC RELIEF OF RHINORRHEA ASSOCIATED WITH ALLERGIC AND NONALLERGIC-PERENNIAL RHINITIS IN CHILDREN AGE 6-11 YEARS,2010
8042,I-224,FOR THE USE IN PEDIATRIC PATIENTS 4 TO 11 YEARS OF AGE FOR THE MANAGEMENT OF THE NASAL SYMPTOMS OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS,2010
8043,I-225,"USE IN PATIENTS WITH PREVIOUS MI AND NORMAL CHOLESTEROL LEVELS, TO REDUCE RISK OF RECURRENT MI, MYOCARDIAL REVASCULARIZATION, AND CEREBROVASCULAR DISEASE EVENTS",2010
8044,I-226,FIRST-LINE THERAPY FOR THE TREATMENT OF ADVANCED CARCINOMA OF THE OVARY IN COMBINATION WITH CISPLATIN,2010
8045,I-227,SHORT-TERM TREATMENT OF SYMPTOMATIC GASTROESPHAGEAL REFLUX DISEASE (GERD),2010
8046,I-228,PREVENTION OF MEAL INDUCED HEARTBURN AT A DOSE OF 75MG TAKEN 30-60MIN PRIOR TO A MEAL,2010
8047,I-229,"PRILOSEC (OMEPRAZOLE), AMOXICILLIN, AND CLARITHROMYCIN FOR THE ERADICATION OF H. PYLORI IN PATIENTS WITH DUODENAL ULCER DISEASE",2010
8048,I-230,"IN COMBINATION WITH CIS-PLATIN, FOR THE FIRST LINE TREATMENT OF NON-SMALL CELL LUNG CANCER IN PATIENTS WHO ARE NOT CANDIDATES FOR POTENTIALLY CURATIVE SURGERY AND/OR RADIATION",2010
8049,I-231,TREATMENT OF PATIENTS WITH LOCALLY ADVANCED OR METASTATIC BREAST CANCER AFTER FAILURE OF PRIOR CHEMOTHERAPY,2010
8050,I-232,TREATMENT OF RECURRENT MUCOCUTANEOUS HERPES SIMPLEX INFECTIONS IN HIV-AFFECTED PATIENTS AT A DOSE OF 500MG TWICE DAILY,2010
8051,I-233,PROPHYLACTIC USE TO REDUCE PERIOPERATIVE BLOOD LOSS AND THE NEED FOR BLOOD TRANSUFSION IN PATIENTS UNDERGOING CARDIOPULMONARY BYPASS IN THE COURSE OF CORONARY ARTERY BYPASS GRAFT SURGERY,2010
8052,I-234,FOR USE IN COMBINATION WITH CISPLATIN FOR THE FIRST-LINE TREATMENT OF PATIENTS WITH INOPERABLE LOCALLY ADVANCED (STAGE IIIA OR IIIB) OR METASTATIC (STAGE IV) NON-SMALL CELL LUNG CANCER,2010
8053,I-235,PREVENTION OF EXERCISE-INDUCED BRONCHOSPASM IN PATIENTS 12 YEARS OF AGE AND OLDER,2010
8054,I-236,PREVENTION OF EXERCISE-INDUCED BRONCHOSPASM IN PATIENTS 4 YEARS OF AGE AND OLDER,2010
8055,I-237,MAINTENANCE TREATMENT OF ASTHMA AND PREVENTION OF BRONCHOSPASM IN PATIENTS 4 YEARS OF AGE AND OLDER,2010
8056,I-238,ADJUNCTIVE TREATMENT OF LENNOX-GASTAUT SYNDROME IN PEDIATRIC AND ADULT PATIENTS,2010
8057,I-239,TREATMENT OF PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,2010
8058,I-240,MANAGEMENT OF SECONDARY HYPERPARATHYROIDISM AND RESULTANT METABOLIC BONE DISEASE IN PATIENTS WITH MODERATE TO SEVERE CHRONIC RENAL FAILURE (CCR 15 TO 55ML/MIN) NOT YET ON DIALYSIS,2010
8059,I-241,USE IN PHOTODYNAMIC THERAPY (PDT) FOR REDUCTION OF OBSTRUCTION AND PALLIATION OF SYMPTOMS IN PATIENTS WITH COMPLETELY OR PARTIALLY OBSTRUCTING ENDOBRONCHIAL NONSMALL CELL LUNG CANCER,2010
8060,I-242,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH THE MENOPAUSE AND IN THE TREATMENT OF VULVAR AND VAGINAL ATROPHY IN WOMEN WITH AN INTACT UTERUS,2010
8061,I-243,USE IN THE SYMPTOMATIC RELIEF OF RHINORRHEA ASSOCIATED WITH THE COMMON COLD IN CHILDREN AGE 5 TO 11 YEARS,2010
8062,I-244,REDUCE THE INCIDENCE OF BREAST CANCER IN WOMEN AT HIGH RISK FOR BREAST CANCER,2010
8063,I-245,TREATMENT OF ACUTE SINUSITIS,2010
8064,I-246,TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTIONS,2010
8065,I-247,USE IN CONVERSION TO MONOTHERAPY IN ADULTS WITH PARTIAL SEIZURES WHO ARE RECEIVING TREATMENT WITH A SINGLE ENZYME-INDUCING ANTIEPILEPTIC DRUG,2010
8066,I-248,INPATIENT TREATMENT OF ACUTE DEEP VEIN THROMBOSIS WITH/WITHOUT PULMONARY EMBOLISM WHEN ADMIN WITH WARFARIN SODIM AND OUTPATIENT TREATMENT OF ACUTE DEEP VEIN THROMBOSIS WITHOUT PULMONARY EMBOLISM WHEN ADMIN WITH WARFARIN SODIUM,2010
8067,I-249,TREATMENT OF CHRONIC HEPATITIS C IN PATIENTS WITH COMPENSATED LIVER DISEASE PREVIOUSLY UNTREATED WITH ALPHA INTERFERON THERAPY,2010
8068,I-250,PRIMARY PREVENTION OF CORONARY HEART DISEASE IN PATIENTS WITHOUT SYMPATOMATIC CARDIOVASCULAR DISEASE WHO HAVE AVERAGE TO MODERATELY ELEVATED TOTAL-C AND LDL-C AND BELOW AVERAGE HDL-C,2010
8069,I-251,TREATMENT OF GENERALIZED ANXIETY DISORDER,2010
8070,I-252,NEW COMBINATION USE OF PRECOSE FOR PATIENTS WITH TYPE 2 DIABETES TREATED WITH DIET PLUS METFORMIN,2010
8071,I-253,COMBINATION USE OF PRECOSE FOR PATIENTS WITH TYPE 2 DIABETES TREATED WITH DIET PLUS INSULIN,2010
8072,I-254,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS (LOSS OF BONE MASS),2010
8073,I-255,PREVENTION OF PNEUMOCYSTIS CARINII PNEUMONIA (PCP),2010
8074,I-256,USE IN TREATMENT OF SMALL CELL LUNG CANCER SENSITIVE DISEASE AFTER FAILURE OF FIRST-LINE CHEMOTHERAPY,2010
8075,I-257,TREATMENT OF CHRONIC HEPATITIS B ASSOCIATED WITH EVIDENCE OF HEPATITIS B VIRAL REPLICATION AND ACTIVE LIVER INFLAMATION,2010
8076,I-258,FOR PERENNIAL NONALLERGIC RHINITIS FOR AGES 4 AND ABOVE,2010
8077,I-259,"PROPHYLAXIS OF DEEP VEIN THROMBOSIS (DVT), WHICH MAY LEAD TO PULMONARY EMBOLISM, IN PATIENTS UNDERGOING HIP REPLACEMENT SURGERY",2010
8078,I-260,EXPANDED PEDIATRIC USE IN CHILDREN YOUNGER THAN ONE MONTH OF AGE TO BIRTH (WITH A GESTATIONAL AGE OF 37 WEEKS OR GREATER),2010
8079,I-261,TREATMENT OF SOCIAL ANXIETY DISORDER,2010
8080,I-262,TREATMENT OR PREVENTION OF BRONCHOSPASM WITH REVERSIBLE OBSTRUCTIVE AIRWAY DISEASE AND FOR THE PREVENTION OF EXERCISE INDUCED BRONCHOSPASM IN CHILDREN AGES 4-12,2010
8081,I-263,TREATMENT OF UNSTABLE ANGINA AND NON-Q-WAVE MYOCARDIAL INFARCTION FOR THE PREVENTION OF ISCHEMIC COMPLICATIONS IN PATIENTS ON CONCURRENT ASPIRIN THERAPY,2010
8082,I-264,"PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH RADIATION, INCLUDING TOTAL BODY IRRADIATION (TBI) AND FRACTIONATED ABDOMINAL RADIATION",2010
8083,I-265,TREATMENT OF ATOPIC DERMATITIS IN PEDIATRIC PATIENTS 6 YEARS AND OLDER,2010
8084,I-266,USE OF TOPAMAX AS ADJUNCTIVE THERAPY IN PEDIATRIC PATIENTS AGES 2-16 YEARS WITH PARTIAL ONSET SEIZURES,2010
8085,I-267,USE IN PEDIATRIC PATIENTS 3 MONTHS OLD AND OLDER -FOR CORTICOSTEROID-RESPONSIVE DERMATOSES,2010
8086,I-268,PROPHYLAXIS AND CHRONIC TREATMENT OF ASTHMA IN PATIENTS 7-11 YEARS OF AGE,2010
8087,I-269,"PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH HIGHLY EMETOGENIC CANCER CHEMOTHERAPY, INCLUDING CISPLATIN",2010
8088,I-270,ADJUVANT TREATMENT OF NODE-POSITIVE BREAST CANCER ADMINISTRERED SEQUENTIALLY TO STANDARD DOXORUBICIN-CONTAINING COMBINATION CHEMOTHERAPY,2010
8089,I-271,TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,2010
8090,I-272,TREATMENT OF GLUCOCORTICOID-INDUCED OSTEOPOROSIS IN MEN AND WOMEN RECEIVING GLUCOCORTICOIDS IN A DAILY DOSE EQUIVALENT TO 7.5MG OR GREATER OF PREDNISONE AND WHO HAVE LOW BONE MINERAL DENSITY,2010
8091,I-273,ADJUNCT TO DIET TO INCREASE HDL-C IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA (HETEROZYGOUS FAMILIAL AND NON FAMILIAL) AND MIXED DYSLIPIDEMIA (FREDERICKSON TYPES IIA AND IIB),2010
8092,I-274,USE OF TOPAMAX AS ADJUNCTIVE THERAPY IN THE TREATMENT OF PRIMARY GENERALIZED TONIC-CLONIC SEIZURES,2010
8093,I-275,USE IN COMBINATION WITH METFORMIN AND SULFONYLUREA IN PATIENTS WITH TYPE 2 DIABETES,2010
8094,I-276,USE OF REZULIN IN COMBINATION WITH METFORMIN AND SULFONYLUREAS IN PATIENTS WITH TYPE 2 DIABETES,2010
8095,I-277,TREATMENT OF TYPE III HYPERLIPOPROTEINEMIA,2010
8096,I-278,TREATMENT OF PATIENTS WITH ISOLATED HYPERTRIGLYCERIDEMIA (FREDERICKSON TYPE IV),2010
8097,I-279,TREATMENT OF POST-TRAUMATIC STRESS DISORDER,2010
8098,I-280,USE OF CARNITOR INJECTION FOR THE PREVENTION AND TREATMENT OF CARNITINE DEFICIENCY IN PATIENTS WITH END STAGE RENAL DISEASE WHO ARE UNDERGOING DIALYSIS,2010
8099,I-281,INCREASING HDL-C IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA (HETEROZYGOUS FAMILIAL AND NONFAMILIAL) AND MIXED DYSLIPIDEMIA (FREDERICKSON TYPES IIA AND IIB),2010
8100,I-282,TREATMENT OF PATIENTS WITH LOCALLY ADVANCED OR METASTATIC NON-SMALL CELL LUNG CANCER AFTER FAILURE OF PRIOR PLATINUM-BASED CHEMOTHERAPY,2010
8101,I-283,"TO REDUCE THE INCIDENCE OF MODERATE TO SEVERE XEROSTOMIA IN PATIENTS UNDERGOING POST-OPERATIVE RADIATION TREATMENT FOR HEAD AND NECK CANCER, WHERE THE RADIATION PORT INCLUDES A SUBSTANTIAL PORTION OF THE PAROTID GLANDS",2010
8102,I-284,TO REDUCE THE NUMBER OF ADENOMATOUS COLORECTAL POLYPS IN FAMILIAL ADENOMATOUS POLYPOSIS PATIENTS AS AN ADJUNCT TO USUAL CARE,2010
8103,I-285,TREATMENT OF NASAL SYMPTOMS OF SEASONAL AND PERENNIAL RHINITIS IN ADULTS AND CHILDREN 3 YEARS OF AGE AND OLDER,2010
8104,I-286,TREATMENT OF PATIENTS WITH FREDERICKSON TYPE III,2010
8105,I-287,USE OF PRAVASTATIN IN PATIENTS WITH EVIDENT CORONARY HEART DISEASE TO REDUCE THE RISK OF TOTAL MORTALITY BY REDUCING CORONARY DEATH,2010
8106,I-288,CHANGES IN SEVERAL SECTIONS OF THE INSERT TO INCORPORATE STATEMENTS CONCERNING THE USE OF HIGH DOSES OF LISINOPRIL TO REDUCE THE RISK OF THE COMBINED OUTCOMES OF MORTALITY AND HOSPITALIZATION IN PATIENTS WITH CONGESTIVE HEART FAILURE,2010
8107,I-289,USE OF AVANDIA IN COMBINATION WITH A SULFONYLUREA IN PATIENTS WITH TYPE 2 DIABETES MELLLITUS WHEN DIET AND EXERCISE WITH EITHER SINGLE AGENT DOES NOT ACHIEVE ADEQUATE GLYCEMIC CONTROL,2010
8108,I-290,PREVENTION OF CORTICOSTEROID-INDUCED OSTEOPOROSIS,2010
8109,I-291,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS,2010
8110,I-292,TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,2010
8111,I-293,TREATMENT OF CORTICOSTEROID-INDUCED OSTEOPOROSIS,2010
8112,I-294,TREATMENT OF UNCOMPLICATED ACUTE ILLNESS DUE TO INFLUENZA A AND B IN PEDIATRIC PATIENTS 7 YEARS AND OLDER WHO HAVE BEEN SYMPTOMATIC FOR NO MORE THAN 2 DAYS,2010
8113,I-295,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS FOR WOMEN WITH AN INTACT UTERUS,2010
8114,I-296,LONG-TERM INTRAVENOUS TREATMENT OF PULMONARY HYPERTENSION ASSOCIATED WITH THE SCLERODERMA SPECTRUM OF DISEASE IN NYHA CLASS III AND CLASS IV PATIENTS WHO DO NOT RESPOND TO CONVENTIONAL THERAPY,2010
8115,I-297,SHORT-TERM TREATMENT OF ACUTE MANIC EPISODES ASSOCIATED WITH BIPOLAR I DISORDER,2010
8116,I-298,TREATMENT OF PATIENTS WITH FREDERICKSON TYPE IIA AND IIB HYPERLIPOPROTEINEMIA,2010
8117,I-299,USE OF CAMPTOSAR AS A COMPONENT OF FIRST-LINE THERAPY IN COMBINATION WITH 5-FLUROURACIL AND LEUCOVARIN FOR PATIENTS WITH METASTATIC CARCINOMA OF THE COLON OR RECTUM,2010
8118,I-300,PROPHYLAXIS FOR ASTHMA IN CHILDREN 2-5 YEARS OF AGE,2010
8119,I-301,TREATMENT OF SIGNS AND SYMPTOMS OF ALLERGIC CONJUNCTIVITIS,2010
8120,I-302,TREATMENT OF PEDIATRIC PATIENTS WITH PRADER-WILLI SYNDROME,2010
8121,I-303,INCREASING HDL-CHOLESTEROL IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA AND MIXED DYSLIPIDEMIAS,2010
8122,I-304,TREATMENT OF PATIENTS WITH FREDERICKSON TYPE IV,2010
8123,I-305,TREATMENT OF LEVOFLOXACIN SUSCEPTIBLE STRAINS OF PENICILLIN-RESISTANT STREPTOCOCCUS PNEUMONIAE IN PATIENTS WITH COMMUNITY ACQUIRED PNEUMONIA,2010
8124,I-306,INDUCTION OF SPERMATOGENESIS IN MEN WITH PRIMARY AND SECONDARY HYPOGONADOTROPIC HYPOGONADISM IN WHOM THE CAUSE OF INFERTILITY IS NOT DUE TO PRIMARY TESTICULAR FAILURE,2010
8125,I-307,NEW COMBINATION USE OF METFORMIN AND INSULIN IN TYPE 2 DIABETES,2010
8126,I-308,TREATMENT OF PEDIATRIC PATIENTS WITH POLYARTICULAR COURSE JUVENILE RHEUMOTOID ARTHRITIS WHO RESPONDED INADEQUATELY TO SALICYLATES OR OTHER NSAIDS,2010
8127,I-309,USE OF ACTONEL 35MG ONCE A WEEK TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS,2010
8128,I-310,"REDUCTION IN RISK OF MYOCARDIAL INFARCTION, STROKE, AND DEATH FROM CARDIOVASCULAR CAUSES",2010
8129,I-311,ADJUNCTIVE THERAPY IN THE TREATMENT OF PARTIAL SEIZURES IN PEDIATRIC PATIENTS AGE 3 TO 12 YEARS,2010
8130,I-312,FIRST LINE TREATMENT OF POSTMENOPAUSAL WOMEN WITH HORMONE RECEPTOR POSITIVE OR HORMONE RECEPTOR UNKNOWN LOCALLY ADVANCED OR METASTATIC BREAST CANCER,2010
8131,I-313,EXTENSION OF INDICATION TO PROVIDE FOR MAINTENANCE OF RESPONSE,2010
8132,I-314,TOPICAL ANESTHETIC FOR SUPERFICIAL MINOR SURGERY OF GENITAL MUCOUS MEMBRANES AND AS AN ADJUNCT FOR LOCAL INFILTRATION ANESTHESIA IN GENITAL MUCOUS MEMBRANES,2010
8133,I-315,"THROMBOPROPHYLAXIS OF DEEP VEIN THROMBOSIS, WHICH MAY LEAD TO PULMONARY EMBOLISM,IN MEDICAL PATIENTS WHO ARE AT RISK FOR THROMBOEMBOLIC COMPLICATIONS DUE TO SEVERELY RESTRICTED MOBILITY DURING ACUTE ILLNESS",2010
8134,I-316,TREATMENT OF NSAID-ASSOCIATED GASTRIC ULCER PATIENTS WHO CONTINUE NSAID USE AND REDUCING RISK OF NSAID-ASSOCIATED GASTRIC ULCERS IN PATIENTS WITH HISTORY OF DOCUMENTED GASTRIC ULCER WHO REQUIRE USE OF AN NSAID,2010
8135,I-317,PROPHYLAXIS OF INFLUENZA IN ADULTS AND ADOLESCENTS 13 YEARS AND OLDER,2010
8136,I-318,FIRSTLINE TREATMENT OF POSTMENOPAUSAL WOMEN WITH HORMONE RECEPTOR POSITIVE OR HORMONE RECEPTOR UNKNOWN LOCALLY ADVANCED OR METASTATIC BREAST CANCER,2010
8137,I-319,"USE FOR SUSPECTED OR CONFIRMED METHANOL POISONING, EITHER ALONE OR IN COMBINATION WITH HEMODIALYSIS",2010
8138,I-320,TREATMENT OF TYPE 2 DIABETES IN PEDIATRIC PATIENTS (AGES 10-16 YEARS),2010
8139,I-321,JUVENILE RHEUMATOID ARTHRITIS,2010
8140,I-322,USE OF DIPRIVAN IN PATIENTS 3 MONTHS TO 16 YEARS,2010
8141,I-323,COLORECTAL CANCER,2010
8142,I-324,"REDUCING NEUROLOGIC DISABILITY AND/OR FREQUENCY OF CLINICAL RELAPSES IN PATIENTS WITH SECONDARY (CHRONIC) PROGRESSIVE, PROGRESSIVE RELAPSING, OR WORSENING RELAPSING-REMITTING MULTIPLE SCLEROSIS",2010
8143,I-325,PREVENTION OF RELAPSE AND RECURRENCE OF DEPRESSION,2010
8144,I-326,GENERALIZED ANXIETY DISORDER,2010
8145,I-327,SYMPTOMATIC RELIEF OF RHINORRHEA ASSOCIATED WITH SEASONAL ALLERGIC RHINITIS IN PATIENTS 5 YEARS AND OLDER,2010
8146,I-328,PROPHYLAXIS AND CHRONIC TREATMENT OF ASTHMA IN PATIENTS 5-6 YEARS OF AGE,2010
8147,I-329,UNCOMPLICATED SKIN AND SKIN STRUCTURE INFECTIONS,2010
8148,I-330,MAINTENANCE OF HEALING OF EROSIVE ESOPHAGITIS AND CONTROL OF DAYTIME AND NIGHTTIME HEARTBURN SYSTOMS IN PATIENTS WITH GERD,2010
8149,I-331,TREATMENT OF MODERATE ACNE VULGARIS,2010
8150,I-332,EMPIRIC THERAPY IN FEBRILE NEUTROPENIC PATIENTS WITH SUSPECTED FUNGAL INFECTIONS (EFTN),2010
8151,I-333,TOPICAL TREATMENT OF TINEA (PITYRIASIS) VERSICOLOR DUE TO MALASSEZIA FURFUR (FORMERLY PITYROSPORUM ORBICULARE),2010
8152,I-334,LONG-TERM TREATMENT OF GROWTH FAILURE IN CHILDREN BORN SMALL FOR GESTATIONAL AGE WHO FAIL TO MANIFEST CATCH-UP GROWTH BY TWO YEARS OF AGE,2010
8153,I-335,ADJUNCTIVE THERAPY IN PATIENTS TWO YEARS AND OLDER WITH SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME,2010
8154,I-336,EXPANSION OF INDICATION TO INCLUDE THE TREATMENT OF PATIENTS WITH PREDOMINATELY CLASSIC SUBFOVEAL CHOROIDAL NEOVASCULARIZATION DUE TO PATHOLOGIC MYOPIA OR PRESUMED OCULAR HISTOPLASMOSIS,2010
8155,I-337,PATHOLOGICAL HYPERSECRETION ASSOCIATED WITH ZOLLINGER-ELLISON SNYDROME,2010
8156,I-338,MANAGEMENT OF ACUTE PAIN IN ADULTS AND TREATMENT OF PRIMARY DYSMENORRHEA,2010
8157,I-339,TREATMENT OF HEPATITIS B IN PEDIATRIC PATIENTS AGES 2-17 YEARS,2010
8158,I-340,ATOPIC DERMATITIS IN PEDIATRIC PATIENTS AGES 2-5,2010
8159,I-341,BREAST CANCER COMBINATION THERAPY,2010
8160,I-342,"USE OF FORADIL FOR LONG-TERM, TWICE DAILY (MORNING AND EVENING) ADMINISTRATION IN THE MAINTENANCE TREATMENT OF BRONCHO-CONSTRICTION IN PATIENTS WITH COPD INCLUDING CHRONIC BRONCHITIS AND EMPHYSEMA",2010
8161,I-343,USE OF COREG FOR SEVERE HEART FAILURE,2010
8162,I-344,ACNE VULGARIS,2010
8163,I-345,TREATMENT OF POSTTRAUMATIC STRESS DISORDER,2010
8164,I-346,TREATMENT OF SYMPTOMATIC GASTRO ESOPHAGEAL REFLUX DISEASE (GERD),2010
8165,I-347,TREATMENT OR PREVENTION OF BRONCHOSPASM IN CHILDREN 6 YEARS OF AGE AND OLDER WITH OBSTRUCTIVE AIRWAY DISEASE,2010
8166,I-348,"LONG-TERM, TWICE-DAILY (MORNING AND EVENING) ADMINISTRATION IN THE MAINTENANCE TREATMENT OF BRONCHOSPASM ASSOCIATED WITH COPD (INCLUDING EMPHYSEMA AND CHRONIC BRONCHITIS)",2010
8167,I-349,ACUTE CORONARY SYNDROME,2010
8168,I-350,"TREATMENT OF HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA IN ADOLESCENT BOYS AND GIRLS AT LEAST ONE YEAR POSTMENARCHAL, AGES 10 TO 17 YEARS, WITH A RECOMMENDED DOSING RANGE OF 10 TO 40MG ONCE DAILY",2010
8169,I-351,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS FOR ALL STRENGTHS,2010
8170,I-352,ANTICOAGULANT IN PATIENTS WITH OR AT RISK FOR HEPARIN-INDUCED THROMBOCYTOPENIA UNDERGOING PERCUTANEOUS CORONARY INTERVENTIONS (PCI),2010
8171,I-353,TREATMENT OF SIGNS AND SYMPTOMS OF RHEUMATOID ARTHRITIS,2010
8172,I-354,MANAGEMENT OF POST HERPETIC NEURALGIA,2010
8173,I-355,PREMENSTRUAL DYSPHORIC DISORDER,2010
8174,I-356,"TREATMENT OF PATHOLOGICAL HYPERSECRETORY CONDITIONS, INCLUDING ZOLLINGER-ELLISON SYNDROME",2010
8175,I-357,TREATMENT OF COMPLICATED SKIN AND SKIN STRUCTURE INFECTIONS,2010
8176,I-358,TREATMENT OF PANIC DISORDER,2010
8177,I-359,TREATMENT OF VULVAR AND VAGINAL ATROPHY ASSOCIATED WITH THE MENOPAUSE,2010
8178,I-360,TREATMENT OF NASAL SYMPTOMS OF SEASONAL AND PERENNIAL RHINITIS IN CHILDREN AGES TWO UP TO AGE THREE,2010
8179,I-361,"TREATMENT OF MULTIPLE MYELOMA AND DOCUMENTED BONE METASTASES FROM SOLID TUMORS, IN CONJUNCTION WITH STANDARD ANTINEOPLASTIC THERAPY. PROSTATE CANCER SHOULD HAVE PROGRESSED AFTER TREATMENT WITH AT LEAST ONE HORMONAL THERAPY",2010
8180,I-362,"TREATMENT OF PANIC DISORDER, WITH OR WITHOUT AGORAPHOBIA",2010
8181,I-363,ADJUVANT TREATMENT OF POST MENOPAUSAL WOMEN WITH HORMONE RECEPTOR POSITIVE EARLY BREAST CANCER,2010
8182,I-364,TREATMENT OF COMMUNITY-ACQUIRED PNEUMONIA IN ADULTS,2010
8183,I-365,TREATMENT OF HEART FAILURE (NYHA CLASS II-IV) IN PATIENTS WHO ARE INTOLERANT TO AN ACE INHIBITOR,2010
8184,I-366,PREVENTION OF RELAPSE FOLLOWING LONG-TERM TREATMENT OF MAJOR DEPRESSIVE DISORDER,2010
8185,I-367,"COMBINATION THERAPY WITH THIAZOLIDINEDIONE TO LOWER BLOOD GLUCOSE IN PTS WHOSE HYPERGLYCEMIA CANNOT BE CONTROLLED BY DIET/EXERCISE PLUS MONOTHERAPY WITH ANY OF THE FOLLOWING AGENTS:METFORMIN,SULFONYLUREAS,REPAGLINIDE,OR THIAZOLIDINEDIONES",2010
8186,I-368,USE OF GLUCOVANCE WITH A THIAZOLIDINEDIONE WHEN GLYCEMIC CONTROL IS NOT OBTAINED WITH GLUCOVANCE ALONE,2010
8187,I-369,PREVENTION AND TREATMENT OF POSTOPERATIVE NAUSEA AND VOMITING,2010
8188,I-370,"TREATMENT OF HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA IN CHILDREN, AGES 8-13 YEARS, WITH RECOMMENDED DOSE OF 20MG ONCE DAILY AND IN ADOLESCENTS, AGES 14-18 WITH A RECOMMENDED DOSE OF 40MG ONCE DAILY",2010
8189,I-371,HELICOBACTER PYLORI ERADICATION TO REDUCE THE RISK OF DUODENAL ULCER RECURRENCE,2010
8190,I-372,NOSOCOMIAL PNEUMONIA,2010
8191,I-373,TREATMENT OF TYPE 2 DIABETIC NEPHROPATHY,2010
8192,I-374,SHORT TERM TOPICAL TREATMENT OF MILD TO MODERATE PLAQUE-TYPE PSORIASIS OF NON SCALP REGIONS,2010
8193,I-375,FIRST LINE THERAPY FOR THE REDUCTION OF INTRAOCULAR PRESSURE IN PATIENTS WITH OPEN-ANGLE GLAUCOMA OR OCULAR HYPERTENSION,2010
8194,I-376,TREATMENT OF NEWLY DIAGNOSED ADULT PATIENTS WITH PHILADELPHIA CHROMOSOME POSITIVE CHRONIC MYELOID LEUKEMIA (CML),2010
8195,I-377,USE OF BRAVELLE FOR MULTIPLE FOLLICULAR DEVELOPMENT (CONTROLLED OVARIAN STIMULATION) DURING ASSISTED REPRODUCTIVE TECHNOLOGY CYCLES IN PATIENTS WHO HAVE PREVIOUSLY RECEIVED PITUITARY SUPPRESSION,2010
