,use_code,use_code_desc,edition
8801,U-492,"METHOD FOR THE TREATMENT OF SKIN, SUFFERING FROM A CONDITION SELECTED FROM A GROUP CONSISTING OF NONACNE INFLAMMATORY DERMATOSES... COMPRISING APPLYING TO AFFECTED AREA. A THERAPEUTICALLY EFFECTIVE AMT AZELAIC ACID",2011
8802,U-493,TREATMENT OF TYPE 2 DIABETES MELLITUS,2011
8803,U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,2011
8804,U-495,PERITONEAL DIALYSIS SOLUTION,2011
8805,U-496,METHOD FOR TREATING CHRONIC RENAL FAILURE,2011
8806,U-497,RELIEF OF THE SIGNS AND SYMPTOMS OF OSTEOARTHRITIS AND RHEUMATOID ARTHRITIS,2011
8807,U-498,INTRA-ARTERIAL AND INTRAVENOUS USES OF ULTRAVIST,2011
8808,U-499,"METHOD OF USING REBETOL CAPSULES IN COMBINATION WITH A CONJUGATE COMPRISING POLYETHYLENE GLYCOL(PEG) AND AN ALPHA INTERFERON, INCLUDING, FOR EXAMPLE, PEG-INTRON POWDER FOR INJECTION",2011
8809,U-500,USE AS AN ANTIHYPERTENSIVE AGENT,2011
8810,U-501,TREATMENT OF RECURRENT HERPES LABIALIS (COLD SORES) IN ADULTS,2011
8811,U-502,PITYRIASIS VERSICOLOR,2011
8812,U-503,GENERATOR MUST BE USED WITH INFUSION SYSTEM SPECIFICALLY LABELED FOR USE WITH GENERATOR,2011
8813,U-504,"TINEA PEDIS, TINEA CRURIS, TINEA CORPORIS",2011
8814,U-505,ULTRASOUND CONTRAST AGENT,2011
8815,U-506,"PHARM PRODUCT CONTAINER 1ST CHAMBER IS DISPOSED AQUEOUS DILUENT SOL 2ND CHAMBER PHARM ACTIVE AGENT COMPRISING ACETYLCHOLINE,BUFFER IN 1ST CHAM IS SUFFICIENT TO BUFFER PH OF MIXED SOL RESULTING MIXTURE OF AQUEOUS DILUENT SOL & PHARM ACTIVE..",2011
8816,U-507,"ACROMEGALY IN PATIENTS W/INADEQUATE RESPONSE TO SURGERY AND/OR RADIATION THERAPY AND/OR MEDICAL THERAPIES, OR FOR WHOM THESE THERAPIES ARE NOT APPROPRIATE",2011
8817,U-508,METHOD OF RELEASING 17-BETA OESTRADIOL PRECURSOR IN A SUBSTANTIALLY ZERO ORDER PATTERN FOR AT LEAST THREE WEEKS,2011
8818,U-509,TREATMENT OF CUTANEOUS MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PATIENTS WHO ARE REFRACTORY TO AT LEAST ONE PRIOR SYSTEMIC THERAPY,2011
8819,U-510,TOPICAL TREATMENT OF CUTANEOUS LESIONS IN PATIENTS WITH CUTANEOUS T-CELL LYMPHOMA (STAGE IA AND IB) WHO HAVE REFRACTORY OR PERSISTENT DISEASE AFTER OTHER THERAPIES OR WHO HAVE NOT TOLERATED OTHER THERAPIES,2011
8820,U-511,USE OF QUINOLONE COMPOUNDS AGAINST ANAEROBIC PATHOGENIC BACTERIA,2011
8821,U-512,USE OF QUINOLONE COMPOUNDS AGAINST ATYPICAL UPPER RESPIRATORY PATHOGENIC BACTERIA,2011
8822,U-513,METHODS OF USE OF ANTIMICROBIAL COMPOUNDS AGAINST PATHOGENIC AMYCOPLASMA BACTERIA,2011
8823,U-514,PREVENTION OF OVULATION IN A WOMAN,2011
8824,U-515,TREATMENT OF MULTIPLE MYELOMA PATIENTS WHO HAVE RECEIVED AT LEAST TWO PRIOR THERAPIES AND HAVE DEMONSTRATED DISEASE PROGRESSION ON THE LAST THERAPY,2011
8825,U-516,METHOD OF TREATING A PSYCHOTIC DISEASE,2011
8826,U-517,STABLE GEL FORMULATION FOR TOPICAL TREATMENT OF SKIN CONDITIONS,2011
8827,U-518,OBSESSIVE COMPULSIVE DISORDER,2011
8828,U-519,POST OPERATIVE NAUSEA AND VOMITING,2011
8829,U-520,PREMENOPAUSAL OSTEOPOROSIS,2011
8830,U-521,METHOD OF USING RIBAVIRIN IN COMBINATION WITH INTRON A (INTERFERON ALPHA-2 B RECOMBINANT) INJECTION TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,2011
8831,U-522,TREATMENT OF CMV RETINITIS BY INTRAVITREAL ADMIN OF A PHOSPHOROTHIOATE OLIGONUCLEOTIDE CAPABLE OF HYBRIDIZING WITH CMV MRNA,2011
8832,U-523,METHOD OF TREATING INFECTION BY CRYPTOSPORIDIUM PARVUM IN AN IMMUNOCOMPROMISED MAMMAL,2011
8833,U-524,METHOD OF TREATING DIARRHEA,2011
8834,U-525,METHOD OF TREATING PARASITIC INFECTIONS,2011
8835,U-526,METHOD OF PROVIDING CONTROLLED RELEASE OF A TREATING AGENT USING A CONTROLLED RELEASE COMPOSITION,2011
8836,U-527,METHOD OF DELIVERING AN ACTIVE INGREDIENT USING A PROGRESSIVE HYDRATION BIOADHESIVE,2011
8837,U-528,PREVENTION OF CHEMOTHERAPY-INDUCED NAUSEA AND VOMITING,2011
8838,U-529,ONCE DAILY TREATMENT OF ASTHMA WITH NEBULIZED BUDESONIDE,2011
8839,U-530,"TREATMENT OF HERPES ZOSTER, TREATMENT OF GENITAL HERPES, TREATMENT OF COLD SORES, SUPPRESSION OF GENITAL HERPES IN IMMUNOCOPETENT AND HIV-INFECTED INDIVIDUALS, REDUCTION OF RISK OF HETEROSEXUAL TRANSMISSION OF GENITAL HERPES",2011
8840,U-531,"TREATMENT OF PATIENTS WITH ESSENTIAL HYPERTENSION. MAY BE USED ALONE OR GIVEN WITH OTHER CLASSES OF ANTIHYPERTENSIVES, ESPECIALLY THIAZIDE DERIVATIVES",2011
8841,U-532,TREATMENT OF BRONCHOSPASM ASSOCIATED WITH COPD IN PATIENTS REQUIRING MORE THAN ONE BRONCHO DILATOR,2011
8842,U-533,ERECTILE DYSFUNCTION,2011
8843,U-534,HUMALOG IS AN INSULIN ANALOG THAT IS INDICATED IN THE TREATMENT OF PATIENTS WITH DIABETES MELLITUS FOR THE CONTROL OF HYPERGLYCEMIA,2011
8844,U-535,TREATMENT OF SOCIAL ANXIETY DISORDER,2011
8845,U-536,CONTRAST AGENT FOR MAGNETIC RESONACE IMAGING,2011
8846,U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",2011
8847,U-538,"FIRST LINE TREATMENT OF SEVERE HYPERTENSION, IN PATIENTS WITH HYPERTENSION SEVERE ENOUGH THAT THE VALUE OF ACHIEVING PROMPT BLOOD PRESSURE CONTROL EXCEEDS THE RISK OF INITIATING COMBINATION THERAPY IN THESE PATIENTS",2011
8848,U-539,TREATMENT OF MODERATE TO SEVERE DEMENTIA OF THE ALZHEIMER'S TYPE,2011
8849,U-540,TREATMENT OF FUNGAL INFECTIONS,2011
8850,U-541,METHOD OF TREATMENT OF ADULTS INFECTED WITH HIV-1,2011
8851,U-542,METHOD OF TREATING PATIENT WITH TYPE 2 DIABETES BY ONCE DAILY ADMINISTRATION,2011
8852,U-543,TREATMENT OF SCHIZOPHRENIA,2011
8853,U-544,TREATMENT OF OVERACTIVE BLADDER. TREATMENT OF URINARY INCONTINENCE.,2011
8854,U-545,"METHOD FOR THE PREVENTION AND/OR TREATMENT OF THROMBOTIC EPISODES, SUCH AS MYOCARDIAL INFARCTION, IN A HUMAN PATIENT AND METHOD FOR THE PREVENTION OF VENOUS THROMBOSIS IN A POSTOPERATIVE HUMAN PATIENT",2011
8855,U-546,USE OF REPAGLINIDE IN COMBINATION WITH METFORMIN TO LOWER BLOOD GLUCOSE,2011
8856,U-547,MAINTENANCE MONOTHERAPY FOR BIPOLAR DISORDER,2011
8857,U-548,A METHOD OF REDUCING FLUSH IN AN INDIVIDUAL BEING TREATED FOR A LIPIDEMIC DISORDER AND EFFECTIVELY TREATING THE LIPIDEMIC DISORDER,2011
8858,U-549,USE IN THE TREATMENT OF MEN WITH ADVANCED SYMPTOMATIC PROSTATE CANCER,2011
8859,U-550,TREATMENT OF BIPOLAR DISORDER AND SCHIZOPHRENIA,2011
8860,U-551,METHOD FOR REDUCING TOXICITY OF ALIMTA TREATED PATIENTS BY ADMINISTERING FOLIC ACID,2011
8861,U-552,TREATMENT OF HYPERTENSION AND HYPERLIPIDEMIA WITH A SINGLE COMPOSITION,2011
8862,U-553,MANAGEMENT OF PAIN AND DISCOMFORT ASSOCIATED WITH PERIDONTAL SCALING AND ROOT PLANNING PROCEDURES BY APPLICATION OF AN EUTECTIC MIXTURE OF LOCAL ANESTHETICS TO PERIDONTAL POCKETS,2011
8863,U-554,TREATING HIV INFECTION WITH INDINAVIR SULFATE IN COMBINATION WITH ANTIRETROVIRAL AGENTS,2011
8864,U-555,TREATMENT OF COMPLICATED URINARY TRACT INFECTIONS AND ACUTE UNCOMPLICATED PYELONEPHRITIS,2011
8865,U-556,USE AS ADJUNCT DIAGNOSTIC FOR SERUM THYROGLOBULIN (TG) TESTING,2011
8866,U-557,NASAL TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS,2011
8867,U-558,INDICATED FOR THE RELIEF OF BRONCHOSPASM IN PATIENTS 2-12 YEARS OF AGE WITH ASTHMA (REVERSIBLE OBSTRUCTIVE AIRWAY DISEASE),2011
8868,U-559,METHOD OF DECREASING OR REDUCING PARATHYROID HORMONE LEVEL; METHOD OF MODULATING PARATHYROID HORMONE SECRETION;METHOD OF TREATING HYPERPARATHYROIDISM; METHOD OF REDUCING SERUM IONIZED CALCIUM LEVEL,2011
8869,U-560,METHOD OF DECREASING PARATHYROID HORMONE LEVEL;METHOD OF TREATING HYPERPARATHYROIDISM,2011
8870,U-561,COSOPT IS INDICATED FOR THE REDUCTION OF ELEVATED INTRAOCULAR PRESSURE IN PATIENTS WITH OPEN-ANGLE GLAUCOMA OR OCULAR HYPERTENSION WHO ARE INSUFFICIENTLY RESPONSIVE TO BETA BLOCKERS,2011
8871,U-562,TOPICAL TREATMENT OF CUTANEOUS LESIONS IN PATIENTS WITH AIDS-RELATED KAPOSI'S SARCOMA,2011
8872,U-563,"MARINOL IS INDICATED FOR, INTER ALIA, ANOREXIA ASSOCIATED WITH WEIGHT LOSS IN PATIENTS WITH AIDS",2011
8873,U-564,TREATMENT OF HIV IN CONCOMITANT THERAPY,2011
8874,U-565,"TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS, AND CHRONIC URTICARIA",2011
8875,U-566,"FOR THE LONG-TERM, ONCE-DAILY, MAINTENANCE TREATMENT OF BRONCHOSPASM ASSOCIATED WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD), INCLUDING CHRONIC BRONCHITIS AND EMPHYSEMA",2011
8876,U-567,METHOD OF TREATING INFERTILITY,2011
8877,U-568,METHOD OF USING FSH ALONE (WITHOUT EXOGENOUS LH) IN IN VITRO FERTILIZATION,2011
8878,U-569,METHOD OF USING FSH ALONE (WITHOUT EXOGENOUS LH) IN IN VITRO FERTILIZATION AND WHEREIN THEREAFTER AN OVULATORY INDUCING AMOUNT OF HCG IS ADMINISTERED,2011
8879,U-570,METHOD OF USING FSH ALONE (WITHOUT EXOGENOUS LH) IN IN VITRO FERTILIZATION AND WHEREIN THE DAILY AMOUNT OF FSH IS ABOUT 5-10 IU/KG,2011
8880,U-571,TREATMENT OF AGITATION ASSOCIATED WITH SCHIZOPHRENIA AND BIPOLAR I MANIA,2011
8881,U-572,INTENSIVE CARE UNIT SEDATION,2011
8882,U-573,TREATMENT OF ACUTE PROMYELOGENOUS LEUKEMIA (APL),2011
8883,U-574,PROPHYLAXIS AND TREATMENT OF THE NASAL SYMPTOMS OF SEASONAL ALLERGIC RHINITIS AND TREATMENT OF THE NASAL SYMPTOMS OF PERENNIAL ALLERGIC RHINITIS IN ADULTS AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER,2011
8884,U-575,"LOTEMAX OPTHALMIC SUSPENSION IS INDICATED FOR THE TREATMENT OF STEROID RESPONSIVE CONDITIONS OF THE PALPEBRAL BULBAR CONJUNCTIVA, CORNEA AND ANTERIOR SEGMENT OF THE GLOBE.",2011
8885,U-576,ALREX OPTHALMIC SUSPENSION IS INDICATED FOR THE TEMPORARY RELIEF OF THE SIGNS AND SYMPTOMS OF SEASONAL ALLERGIC CONJUNCTIVITIS.,2011
8886,U-577,TREATMENT OF BENIGN PROSTATIC HYPERPLASIA WITH FINASTERIDE IN COMBINATION WITH DOXAZOSIN,2011
8887,U-578,"TREATMENT OF COMMUNITY ACQUIRED PNEUMONIA, ACUTE EXACERBATION OF CHRONIC BRONCHITIS, AND ACUTE BACTERIAL SINUSITIS CAUSED BY SUSCEPTIBLE STRAINS OF DESIGNATED MICROORGANISMS IN PATIENTS 18 YEARS AND OLDER.",2011
8888,U-579,TREATMENT OF EPILEPSY AND/OR MIGRAINE.,2011
8889,U-580,TREATMENT OF DISORDERS OF THE SEROTONERGIC SYSTEM SUCH AS DEPRESSION AND ANXIETY-RELATED DISORDERS,2011
8890,U-581,"METHOD OF TREATING A CONDITION CAPABLE OF TREATMENT BY INHALATION, E.G. ASTHMA, COMPRISING ADMINISTRATION OF A FORMULATION CLAIMED IN US PATENT NO. 6743413",2011
8891,U-582,"METHOD FOR THE TREATMENT OF A RESPIRATORY DISORDER, E.G. ASTHMA, COMPRISING ADMINISTERING AN EFFECTIVE AMOUNT OF AN AEROSOL COMPOSITION TO A PATIENT FROM A METERED DOSE INHALER SYSTEM AS CLAIMED IN US PATENT NO. 6253762",2011
8892,U-583,"METHOD FOR THE TREATMENT OF A RESPIRATORY DISORDER, E.G. ASTHMA, COMPRISING ADMINISTERING TO A PATIENT BY INHALATION, A METERED AEROSOL DOSE OF A DRUG FORMULATION FROM THE METERED DOSE INHALER SYSTEM CLAIMED IN US 6546928",2011
8893,U-584,"SINGLE-DOSE ADMINISTRATION BY THE EPIDURAL ROUTE, AT THE LUMBAR LEVEL, FOR THE TREATMENT OF PAIN FOLLOWING MAJOR SURGERY",2011
8894,U-585,TO PROMOTE WEIGHT GAIN AFTER WEIGHT LOSS IN CERTAIN TYPES OF PATIENTS,2011
8895,U-586,AN INTERMEDIATE RELEASE NICOTINIC ACID FORMULATION SUITABLE FOR ORAL ADMINISTRATION ONCE-A-DAY AS A SINGLE DOSE FOR TREATING HYPERLIPIDEMIA WITHOUT CAUSING DRUG-INDUCED HEPATOTOXICITY OR ELEVATIONS IN URIC ACID OR GLUCOSE OR BOTH,2011
8896,U-587,USE OF EPLERENONE IN COMBINATION WITH AN ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITOR (AND OPTIONALLY A DIURETIC) FOR TREATING CONGESTIVE HEART FAILURE AND HYPERTENSION,2011
8897,U-588,SHORT-TERM TREATMENT OF ACTIVE DUODENAL ULCER; TREATMENT OF HEARTBURN AND OTHER SYMPTOMS ASSOCIATED WITH GERD; SHORT-TERM TREATMENT OF EROSIVE ESOPHAGITIS; MAINTENANCE OF HEALING OF EROSIVE ESOPHAGITIS,2011
8898,U-589,"METHOD FOR TREATMENT OF A RESPIRATORY DISORDER, E.G., BRONCHOSPASM, COMPRISING ADMINISTERING AN EFFECTIVE AMOUNT OF AN AEROSOL COMPOSITION TO A PATIENT FROM A METERED DOSE INHALER SYSTEM AS CLAIMED IN U.S. PATENT NO. 6131966",2011
8899,U-590,"METHOD FOR TREATMENT OF A RESPIRATORY DISORDER,E.G.,BRONCHOSPASM,COMPRISING ADMINISTERING TO A PATIENT BY ORAL OR NASAL INHALATION A DRUG FORMULATION BY USING THE METERED DOSE INHALER SYSTEM AS CLAIMED IN US PATENT NO.6532955",2011
8900,U-591,TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER USING A DOSAGE FORM WHICH PROVIDES ONCE-DAILY ORAL ADMINISTRATION OF A PHENIDATE DRUG,2011
8901,U-592,"TREATMENT OF PRIMARY HYPERCHOLESTEROLEMIA, MIXED HYPERLIPIDEMIA AND/OR HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA (HOFH)",2011
8902,U-593,"TREATMENT OF PRIMARY HYPERCHOLESTEROLEMIA, MIXED HYPERLIPIDEMIA AND/OR HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA (HOFH)",2011
8903,U-594,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS,2011
8904,U-595,35 MG ORALLY ONCE A WEEK FOR PREVENTION OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN; 35 MG ORALLY ONCE A WEEK FOR TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,2011
8905,U-596,TREATMENT OF HORMONE RECEPTOR POSITIVE METASTATIC BREAST CANCER IN POSTMENOPAUSAL WOMEN WITH DISEASE PROGRESSION FOLLOWING ANTIESTROGEN THERAPY,2011
8906,U-597,FORTEO IS INDICATED FOR THE TREATMENT OF POST MENOPAUSAL WOMEN WITH OSTEOPOROSIS WHO ARE AT HIGH RISK FOR FRACTURE,2011
8907,U-598,PROPHYLACTIC TREATMENT OF MIGRAINE,2011
8908,U-599,METHOD FOR TREATING ALLERGIC CONJUNCTIVITIS,2011
8909,U-600,A METHOD OF TREATING A PATIENT IN NEED OF OPHTHALMIC ANTIMICROBIAL THERAPY WITH LEVOFLOXACIN,2011
8910,U-601,TREATMENT OF BIPOLAR DISORDER,2011
8911,U-602,"SIGNS AND SYMPTOMS OF OSTEOARTHRITIS, RHEUMATOID ARTHRITIS IN ADULTS, AND/OR PAUCIARTICULAR OR POLYARTICULAR COURSE JUVENILE RHEUMATOID ARTHRITIS, ACUTE PAIN IN ADULTS; PRIMARY DYSMENORRHEA; AND/OR ACUTE MIGRAINE ATTACKS IN ADULTS",2011
8912,U-603,METHOD OF TREATING INFECTIONS COMPRISING ORALLY ADMINISTERING AN EFFECTIVE AMOUNT OF THE FDA APPROVED ORAL SUSPENSION,2011
8913,U-604,METHOD OF LOWERING BLOOD GLUCOSE BY ONCE DAILY ADMINISTRATION,2011
8914,U-605,"TREATMENT OF MAJOR DEPRESSIVE DISORDER(MDD);ALTHOUGH THE MEHCHANISM OF THE ANTIDEPRESSANT ACTION OF DULOXETINE IN HUMANS IS UNKNOWN, IT IS BELIEVED TO BE RELATED TO ITS POTENTIATION OF SERATONERGIC AND NORADRENERGIC ACTIVITY IN THE CNS",2011
8915,U-606,USE OF IRINOTECAN IN COMBINATION WITH 5-FLUOROURACIL AND LEUCOVORIN FOR THE TREATMENT OF METASTATIC COLRECTAL CANCER,2011
8916,U-607,"CANCIDAS IS INDICATED FOR EMPIRICAL THERAPY FOR PRESUMED FUNGAL INFECTIONS IN FEBRILE, NEUTROPENIC PATIENTS.",2011
8917,U-608,USE OF QUINOLONE COMPOUNDS AGAINST PNEUMOCOCCAL PATHOGENIC BACTERIA,2011
8918,U-609,USE OF QUINOLONE COMPOUNDS AGAINST QUINOLONE-RESISTANT PNEUMOCOCCAL PATHOGENIC BACTERIA,2011
8919,U-610,"ATROVENT HFA (IPRATROPIUM BROMIDE HFA) INHALATION AEROSOL IS INDICATED AS A BRONCHODILATOR FOR MAINTENANCE TREATMENT OF BRONCHOSPASM ASSOCIATED WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE, INCLUDING CHRONIC BRONCHITIS AND EMPHYSEMA.",2011
8920,U-611,"METHOD OF USING DESLORATADINE TO TREAT SEASONAL AND PERENNIAL ALLERGIC RHINITIS, PRURITIS, AND CHRONIC IDIOPATHIC URTICARIA IN PATIENTS 2 YEARS OF AGE AND OLDER",2011
8921,U-612,TREATMENT OF SEASONAL ALLERGY SYMPTOMS WITH NASAL CONGESTION IN ADULTS AND CHILDREN 12 YEARS OF AGE AND OLDER,2011
8922,U-613,REDUCTION OF SERUM PHOSPHATE,2011
8923,U-614,TREATMENT OF SEXUAL DYSFUNCTION,2011
8924,U-615,"ADJUNCTIVE THERAPY TO DIET IN ADULTS TO REDUCE LDL-C, TOTAL-C, TRIGLYCERIDES AND APO B, AND INCREASE HDL-C IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA OR MIXED DYSLIPIDEMIA (TYPES IIA, IIB) AND TO TREAT HYPERTRIGLYCERIDEMIA (TYPES IV, V)",2011
8925,U-616,"MANAGEMENT OF PERSISTENT, MODERATE TO SEVERE PAIN IN PATIENTS REQUIRING CONTINUOUS, AROUND-THE-CLOCK ANALGESIA WITH A HIGH POTENCY OPIOID FOR AN EXTENDED PERIOD OF TIME GENERALLY WEEKS TO MONTHS OR LONGER",2011
8926,U-617,TREATMENT OF ACUTE PROMYELOGENOUS LEUKEMIA (APL),2011
8927,U-618,"USE OF ROSUVASTATIN CALCIUM TO REDUCE ELEVATED TOTAL-C, LDL-C, APOB, NONHDL-C OR TG LEVELS; TO INCREASE HDL-C IN ADULT PATIENTS WITH PRIMARY HYPERLIPIDEMIA OR MIXED DYSLIPIDEMIA; AND TO SLOW THE PROGRESSION OF ATHEROSCLEROSIS.",2011
8928,U-619,TREATMENT OF MALIGNANT NEOPLASM,2011
8929,U-620,TREATMENT OF INSOMNIA,2011
8930,U-621,METHOD OF TREATING CANCER,2011
8931,U-622,TREATMENT OF VEGF MEDIATED OCULAR DISEASE.,2011
8932,U-623,SHORT TERM TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,2011
8933,U-624,REDUCTION OF RISK OF UPPER GASTROINTESTINAL BLEEDING IN CRITICALLY ILL PATIENTS,2011
8934,U-625,ALLERGIC RHINITIS OR NASAL POLYPS,2011
8935,U-626,CLOLAR IS INDICATED FOR THE TREATMENT OF PEDIATRIC PATIENTS 1 TO 21 YEARS OLD WITH RELAPSED OR REFRACTORY ACUTE LYMPHOBLASTIC LEUKEMIA AFTER AT LEAST TWO PRIOR REGIMENS,2011
8936,U-627,TREATMENT OF PATIENTS USING EXTENDED-RELEASE CARBAMAZEPINE,2011
8937,U-628,"USE OF AVANDIA IN COMBINATION WITH A SULFONYLUREA, AND IN COMBINATION WITH METFORMIN AND A SULFONYLUREA TO IMPROVE GLYCEMIC CONTROL IN PATIENTS WITH TYPE 2 DIABETES MELLITUS",2011
8938,U-629,METHOD OF INDUCING A HYPNOTIC OR SEDATIVE EFFECT IN A HUMAN BY ADMINISTERING ESZOPICLONE,2011
8939,U-630,TREATING URINARY INCONTINENCE BY ADMINISTERING AN EXTENDED-RELEASE FORM OF DARIFENACIN,2011
8940,U-631,TREATING A DISEASE OF ALTERED MOTILITY OR TONE OF SMOOTH MUSCLE BY ADMINISTERING A MUSCARINIC RECEPTOR ANTAGONIZING AMOUNT OF DARIFENACIN,2011
8941,U-632,METHOD OF TREATMENT OF CANCER BY ADMINISTERING PARTICLES OF PACLITAXEL THAT HAVE A PROTEIN COATING,2011
8942,U-633,METHOD FOR TREATMENT OF TUMORS BY ADMINISTERING PACLITAXEL AT A DOSE IN THE RANGE OF ABOUT 30MG/METER SQUARE TO ABOUT 100MG/METER SQUARE IN A PHARMACEUTICALLY ACCEPTABLE FORMULATION THAT DOES NOT CONTAIN CREMOPHOR,2011
8943,U-634,METHOD FOR DELIVERY OF A BIOLOGIC (INCLUDING ANTINEOPLASTIC AGENTS) BY ADMINISTERING TO A PATIENT AN EFFECTIVE AMOUNT OF A BIOLOGIC AS A SOLID OR LIQUID WITH A POLYMERIC BIOCOMPATIBLE MATERIAL,2011
8944,U-635,"TREATMENT OF GERD, MAINTENANCE OF HEALING OF EROSIVE ESOPHAGITIS AND RISK REDUCTION OF NSAID ASSOCIATED GASTRIC ULCERS",2011
8945,U-636,TREATMENT OR PREVENTION OF BRONCHOSPASM OR ASTHMATIC SYMPTOMS,2011
8946,U-637,TREATMENT OF DIABETES WITH AN AMYLIN AGONIST,2011
8947,U-638,"TREATMENT OF DIABETES WITH AN AMYLIN AGONIST, INCLUDING WITH INSULIN",2011
8948,U-639,TREATMENT OF A MAMMAL HAVING A NEED OF OR REDUCED ABILITY TO PRODUCE INSULIN WITH AN INSULIN AND AN AMYLIN SUCH AS PRAMLINTIDE,2011
8949,U-640,USE OF AN AMYLIN AGONIST TO REDUCE GASTRIC MOTILITY AND TREAT POST PRANDIAL HYPERGYLCEMIA,2011
8950,U-641,"USE OF AN AMYLIN AGONIST HAVING SPECIFIED BINDING ACTIVITY TO REDUCE GASTRIC MOTILITY, INCLUDING USE THROUGH PARENTERAL ADMINISTRATION",2011
8951,U-642,TREATMENT AND PREVENTION OF OSTEOPOROSIS,2011
8952,U-643,THE SHORT TERM TREATMENT (UP TO 10 DAYS) IN PTS HAVING GASTROESOPHAGEAL REFLUX DISEASE (GERD) AS AN ALTERNATIVE TO ORAL THERAPY IN PTS WHEN THERAPY WITH NEXIUM CAPSULES IS NOT POSSIBLE OR APPROPRIATE,2011
8953,U-644,TREATMENT OF SEASONAL ALLERGIC RHINITIS,2011
8954,U-645,TREATMENT OF ASTHMA,2011
8955,U-646,METHOD OF TREATING OTITIS,2011
8956,U-647,TREATMENT OF OSTEOPOROSIS IN POST MENOPAUSAL WOMEN AND/OR THE TREATMENT TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS,2011
8957,U-648,THE TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN AND/OR THE TREATMENT TO INCREASE BONE MASS IN MEN,2011
8958,U-649,A METHOD FOR TREATING A TUMOR DISEASE,2011
8959,U-650,TREATMENT OF ESOPHAGEAL CANDIDIASIS AND PROPHYLAXIS OF CANDIDA INFECTIONS IN HSCT PATIENTS,2011
8960,U-651,TREATMENT OF ACUTE PROMYELOCYTIC LEUKEMIA (APL),2011
8961,U-652,TREATMENT OF CARDIAC ARRHYTHMIA,2011
8962,U-653,STIMULATING INSULIN RELEASE BY ADMINISTERING EXENATIDE,2011
8963,U-654,"LOWERING PLASMA GLUCAGON IN A SUBJECT IN NEED THEREOF, INCLUDING ONE WITH TYPE 2 DIABETES, BY ADMINISTERING AN EXEDIN OR ANALOG, SUCH AS EXENDIN-4",2011
8964,U-655,TREATMENT OF MILD TO MODERATE ACTIVE CHROHN'S DISEASE INVOLVING THE ILEUM AND/OR THE ASCENDING COLON AND THE MAINTENANCE OF CLINICAL REMISSION OF MILD TO MODERATE CROHN'S DISEASE INVOLVING THE ILEUM AND/OR ASCENDING COLON FOR UP TO 3 MONTHS,2011
8965,U-656,"REDUCING GASTRIC MOTILITY OR DELAYING GASTRIC EMPTYING BY ADMINISTERING AN EXENDIN, SUCH AS EXENDIN-4",2011
8966,U-657,PREVENTION OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,2011
8967,U-658,TREATMENT OF ADVANCED HORMONE-DEPENDENT BREAST CANCER,2011
8968,U-659,TREATMENT OF LOCALLY ADVANCED OR METASTATIC NON SMALL-CELL LUNG CANCER (NSCLC) AFTER FAILURE OF AT LEAST ONE PRIOR CHEMOTHERAPY REGIMEN,2011
8969,U-660,TREATMENT OF HYPERTENSION AND TREATMENT OF HEART FAILURE,2011
8970,U-661,TREATMENT OF SEIZURE DISORDER,2011
8971,U-662,TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,2011
8972,U-663,THE TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTIONS,2011
8973,U-664,"TREATMENT OF CONDITIONS FOR WHICH AN ALDOSTERONE RECEPTOR BLOCKER IS INDICATED, SUCH AS HYPERTENSION, HEART FAILURE, AND POST-MYOCARDIAL INFARCTION",2011
8974,U-665,METHOD OF USING THE DRUG SUBSTANCE/DRUG PRODUCT FOR ULTRASOUND IMAGING,2011
8975,U-666,METHOD OF TREATING ADHD,2011
8976,U-667,MANAGEMENT OF INCONTINENCE; METHOD FOR TREATING INCONTINENCE,2011
